asset_id,hostname,os,department,type
AST000510,host-00510.corp.example,ubuntu-22,exec,server
AST000511,host-00511.corp.example,ubuntu-22,legal,server
AST000512,host-00512.corp.example,macos-14,legal,container_host
AST000513,host-00513.corp.example,rhel-9,sales,container_host
AST000514,host-00514.corp.example,ubuntu-22,sales,container_host
AST000515,host-00515.corp.example,rhel-9,engineering,server
AST000516,host-00516.corp.example,rhel-9,legal,container_host
AST000517,host-00517.corp.example,rhel-9,engineering,server
AST000518,host-00518.corp.example,ubuntu-22,finance,laptop
AST000519,host-00519.corp.example,windows-11,legal,server
AST000520,host-00520.corp.example,macos-14,finance,server
AST000521,host-00521.corp.example,rhel-9,engineering,vm
AST000522,host-00522.corp.example,rhel-9,legal,vm
AST000523,host-00523.corp.example,rhel-9,legal,container_host
AST000524,host-00524.corp.example,windows-11,finance,vm
AST000525,host-00525.corp.example,rhel-9,legal,server
AST000526,host-00526.corp.example,macos-14,legal,laptop
AST000527,host-00527.corp.example,ubuntu-22,finance,laptop
AST000528,host-00528.corp.example,ubuntu-22,finance,laptop
AST000529,host-00529.corp.example,ubuntu-22,finance,server
AST000530,host-00530.corp.example,rhel-9,hr,server
AST000531,host-00531.corp.example,rhel-9,hr,server
AST000532,host-00532.corp.example,rhel-9,exec,server
AST000533,host-00533.corp.example,ubuntu-22,hr,vm
AST000534,host-00534.corp.example,ubuntu-22,sales,vm
AST000535,host-00535.corp.example,rhel-9,legal,laptop
AST000536,host-00536.corp.example,macos-14,engineering,container_host
AST000537,host-00537.corp.example,ubuntu-22,sales,container_host
AST000538,host-00538.corp.example,rhel-9,hr,container_host
AST000539,host-00539.corp.example,rhel-9,exec,container_host
AST000540,host-00540.corp.example,rhel-9,sales,laptop
AST000541,host-00541.corp.example,windows-11,sales,vm
AST000542,host-00542.corp.example,windows-11,finance,server
AST000543,host-00543.corp.example,macos-14,sales,container_host
AST000544,host-00544.corp.example,rhel-9,legal,laptop
AST000545,host-00545.corp.example,windows-11,finance,vm
AST000546,host-00546.corp.example,windows-11,exec,container_host
AST000547,host-00547.corp.example,ubuntu-22,hr,laptop
AST000548,host-00548.corp.example,ubuntu-22,finance,laptop
AST000549,host-00549.corp.example,rhel-9,finance,vm
AST000550,host-00550.corp.example,windows-11,hr,laptop
AST000551,host-00551.corp.example,ubuntu-22,sales,vm
AST000552,host-00552.corp.example,rhel-9,sales,server
AST000553,host-00553.corp.example,ubuntu-22,sales,laptop
AST000554,host-00554.corp.example,macos-14,legal,vm
AST000555,host-00555.corp.example,ubuntu-22,finance,vm
AST000556,host-00556.corp.example,macos-14,legal,vm
AST000557,host-00557.corp.example,windows-11,sales,container_host
AST000558,host-00558.corp.example,windows-11,finance,server
AST000559,host-00559.corp.example,ubuntu-22,sales,server
AST000560,host-00560.corp.example,macos-14,sales,container_host
AST000561,host-00561.corp.example,rhel-9,sales,vm
AST000562,host-00562.corp.example,rhel-9,hr,container_host
AST000563,host-00563.corp.example,windows-11,exec,laptop
AST000564,host-00564.corp.example,rhel-9,legal,vm
AST000565,host-00565.corp.example,macos-14,hr,container_host
AST000566,host-00566.corp.example,macos-14,legal,laptop
AST000567,host-00567.corp.example,windows-11,exec,container_host
AST000568,host-00568.corp.example,macos-14,engineering,container_host
AST000569,host-00569.corp.example,ubuntu-22,hr,server
AST000570,host-00570.corp.example,rhel-9,finance,vm
AST000571,host-00571.corp.example,macos-14,finance,server
AST000572,host-00572.corp.example,rhel-9,finance,laptop
AST000573,host-00573.corp.example,windows-11,engineering,container_host
AST000574,host-00574.corp.example,windows-11,engineering,server
AST000575,host-00575.corp.example,rhel-9,hr,laptop
AST000576,host-00576.corp.example,rhel-9,sales,server
AST000577,host-00577.corp.example,macos-14,sales,vm
AST000578,host-00578.corp.example,windows-11,exec,vm
AST000579,host-00579.corp.example,macos-14,engineering,vm
AST000580,host-00580.corp.example,ubuntu-22,engineering,container_host
AST000581,host-00581.corp.example,macos-14,exec,server
AST000582,host-00582.corp.example,rhel-9,exec,laptop
AST000583,host-00583.corp.example,windows-11,engineering,server
AST000584,host-00584.corp.example,rhel-9,engineering,server
AST000585,host-00585.corp.example,ubuntu-22,legal,container_host
AST000586,host-00586.corp.example,windows-11,engineering,vm
AST000587,host-00587.corp.example,windows-11,hr,server
AST000588,host-00588.corp.example,rhel-9,engineering,server
AST000589,host-00589.corp.example,rhel-9,engineering,laptop
AST000590,host-00590.corp.example,windows-11,finance,vm
AST000591,host-00591.corp.example,macos-14,sales,container_host
AST000592,host-00592.corp.example,ubuntu-22,exec,server
AST000593,host-00593.corp.example,windows-11,legal,laptop
AST000594,host-00594.corp.example,ubuntu-22,hr,vm
AST000595,host-00595.corp.example,ubuntu-22,exec,server
AST000596,host-00596.corp.example,rhel-9,legal,container_host
AST000597,host-00597.corp.example,ubuntu-22,engineering,laptop
AST000598,host-00598.corp.example,ubuntu-22,engineering,container_host
AST000599,host-00599.corp.example,macos-14,hr,vm
AST000600,host-00600.corp.example,ubuntu-22,sales,vm
AST000601,host-00601.corp.example,windows-11,sales,vm
AST000602,host-00602.corp.example,windows-11,exec,vm
AST000603,host-00603.corp.example,ubuntu-22,legal,server
AST000604,host-00604.corp.example,rhel-9,finance,laptop
AST000605,host-00605.corp.example,ubuntu-22,hr,container_host
AST000606,host-00606.corp.example,windows-11,sales,container_host
AST000607,host-00607.corp.example,windows-11,legal,laptop
AST000608,host-00608.corp.example,macos-14,finance,server
AST000609,host-00609.corp.example,rhel-9,legal,container_host
AST000610,host-00610.corp.example,macos-14,legal,server
AST000611,host-00611.corp.example,rhel-9,engineering,laptop
AST000612,host-00612.corp.example,windows-11,engineering,vm
AST000613,host-00613.corp.example,ubuntu-22,engineering,laptop
AST000614,host-00614.corp.example,rhel-9,legal,vm
AST000615,host-00615.corp.example,rhel-9,hr,container_host
AST000616,host-00616.corp.example,windows-11,exec,server
AST000617,host-00617.corp.example,macos-14,engineering,vm
AST000618,host-00618.corp.example,windows-11,legal,server
AST000619,host-00619.corp.example,ubuntu-22,legal,vm
AST000620,host-00620.corp.example,rhel-9,legal,laptop
AST000621,host-00621.corp.example,macos-14,exec,container_host
AST000622,host-00622.corp.example,ubuntu-22,engineering,server
AST000623,host-00623.corp.example,windows-11,hr,laptop
AST000624,host-00624.corp.example,rhel-9,legal,laptop
AST000625,host-00625.corp.example,macos-14,exec,server
AST000626,host-00626.corp.example,windows-11,engineering,server
AST000627,host-00627.corp.example,windows-11,sales,container_host
AST000628,host-00628.corp.example,macos-14,legal,vm
AST000629,host-00629.corp.example,ubuntu-22,finance,server
AST000630,host-00630.corp.example,macos-14,exec,laptop
AST000631,host-00631.corp.example,windows-11,finance,container_host
AST000632,host-00632.corp.example,macos-14,legal,laptop
AST000633,host-00633.corp.example,macos-14,exec,laptop
AST000634,host-00634.corp.example,rhel-9,hr,vm
AST000635,host-00635.corp.example,windows-11,hr,server
AST000636,host-00636.corp.example,macos-14,sales,vm
AST000637,host-00637.corp.example,windows-11,legal,laptop
AST000638,host-00638.corp.example,ubuntu-22,exec,laptop
AST000639,host-00639.corp.example,windows-11,engineering,server
AST000640,host-00640.corp.example,windows-11,hr,vm
AST000641,host-00641.corp.example,rhel-9,sales,server
AST000642,host-00642.corp.example,windows-11,legal,container_host
AST000643,host-00643.corp.example,ubuntu-22,finance,server
AST000644,host-00644.corp.example,rhel-9,exec,vm
AST000645,host-00645.corp.example,macos-14,engineering,vm
AST000646,host-00646.corp.example,windows-11,legal,laptop
AST000647,host-00647.corp.example,ubuntu-22,sales,laptop
AST000648,host-00648.corp.example,rhel-9,engineering,container_host
AST000649,host-00649.corp.example,macos-14,finance,vm
AST000650,host-00650.corp.example,windows-11,legal,container_host
AST000651,host-00651.corp.example,windows-11,finance,server
AST000652,host-00652.corp.example,macos-14,legal,vm
AST000653,host-00653.corp.example,ubuntu-22,hr,vm
AST000654,host-00654.corp.example,rhel-9,sales,server
AST000655,host-00655.corp.example,ubuntu-22,engineering,container_host
AST000656,host-00656.corp.example,windows-11,sales,vm
AST000657,host-00657.corp.example,windows-11,finance,laptop
AST000658,host-00658.corp.example,rhel-9,exec,vm
AST000659,host-00659.corp.example,windows-11,sales,server
AST000660,host-00660.corp.example,rhel-9,hr,laptop
AST000661,host-00661.corp.example,ubuntu-22,exec,vm
AST000662,host-00662.corp.example,windows-11,engineering,server
AST000663,host-00663.corp.example,rhel-9,exec,vm
AST000664,host-00664.corp.example,rhel-9,exec,laptop
AST000665,host-00665.corp.example,windows-11,legal,server
AST000666,host-00666.corp.example,rhel-9,engineering,laptop
AST000667,host-00667.corp.example,rhel-9,exec,server
AST000668,host-00668.corp.example,ubuntu-22,finance,vm
AST000669,host-00669.corp.example,macos-14,hr,vm
AST000670,host-00670.corp.example,macos-14,hr,vm
AST000671,host-00671.corp.example,ubuntu-22,engineering,server
AST000672,host-00672.corp.example,ubuntu-22,legal,laptop
AST000673,host-00673.corp.example,ubuntu-22,engineering,server
AST000674,host-00674.corp.example,rhel-9,hr,vm
AST000675,host-00675.corp.example,rhel-9,engineering,vm
AST000676,host-00676.corp.example,ubuntu-22,hr,vm
AST000677,host-00677.corp.example,rhel-9,finance,laptop
AST000678,host-00678.corp.example,windows-11,sales,vm
AST000679,host-00679.corp.example,windows-11,sales,vm
AST000680,host-00680.corp.example,ubuntu-22,engineering,server
AST000681,host-00681.corp.example,macos-14,hr,laptop
AST000682,host-00682.corp.example,macos-14,finance,server
AST000683,host-00683.corp.example,windows-11,hr,container_host
AST000684,host-00684.corp.example,ubuntu-22,engineering,container_host
AST000685,host-00685.corp.example,windows-11,sales,laptop
AST000686,host-00686.corp.example,windows-11,engineering,server
AST000687,host-00687.corp.example,ubuntu-22,sales,container_host
AST000688,host-00688.corp.example,macos-14,exec,laptop
AST000689,host-00689.corp.example,macos-14,engineering,laptop
AST000690,host-00690.corp.example,windows-11,sales,container_host
AST000691,host-00691.corp.example,ubuntu-22,engineering,vm
AST000692,host-00692.corp.example,windows-11,engineering,container_host
AST000693,host-00693.corp.example,windows-11,sales,container_host
AST000694,host-00694.corp.example,rhel-9,hr,laptop
AST000695,host-00695.corp.example,rhel-9,exec,container_host
AST000696,host-00696.corp.example,ubuntu-22,finance,server
AST000697,host-00697.corp.example,ubuntu-22,finance,vm
AST000698,host-00698.corp.example,rhel-9,sales,laptop
AST000699,host-00699.corp.example,ubuntu-22,exec,vm
AST000700,host-00700.corp.example,rhel-9,hr,container_host
AST000701,host-00701.corp.example,windows-11,engineering,vm
AST000702,host-00702.corp.example,rhel-9,sales,container_host
AST000703,host-00703.corp.example,ubuntu-22,exec,server
AST000704,host-00704.corp.example,windows-11,hr,vm
AST000705,host-00705.corp.example,rhel-9,legal,container_host
AST000706,host-00706.corp.example,macos-14,legal,vm
AST000707,host-00707.corp.example,rhel-9,finance,server
AST000708,host-00708.corp.example,windows-11,finance,server
AST000709,host-00709.corp.example,windows-11,finance,laptop
AST000710,host-00710.corp.example,rhel-9,legal,vm
AST000711,host-00711.corp.example,ubuntu-22,sales,laptop
AST000712,host-00712.corp.example,ubuntu-22,exec,server
AST000713,host-00713.corp.example,macos-14,legal,laptop
AST000714,host-00714.corp.example,ubuntu-22,legal,container_host
AST000715,host-00715.corp.example,macos-14,sales,server
AST000716,host-00716.corp.example,ubuntu-22,legal,vm
AST000717,host-00717.corp.example,macos-14,legal,laptop
AST000718,host-00718.corp.example,macos-14,legal,server
AST000719,host-00719.corp.example,ubuntu-22,hr,vm
AST000720,host-00720.corp.example,ubuntu-22,hr,laptop
AST000721,host-00721.corp.example,windows-11,engineering,server
AST000722,host-00722.corp.example,ubuntu-22,engineering,container_host
AST000723,host-00723.corp.example,windows-11,finance,server
AST000724,host-00724.corp.example,ubuntu-22,finance,server
AST000725,host-00725.corp.example,macos-14,engineering,laptop
AST000726,host-00726.corp.example,ubuntu-22,legal,server
AST000727,host-00727.corp.example,windows-11,legal,vm
AST000728,host-00728.corp.example,windows-11,finance,container_host
AST000729,host-00729.corp.example,windows-11,finance,vm
AST000730,host-00730.corp.example,macos-14,sales,server
AST000731,host-00731.corp.example,rhel-9,exec,container_host
AST000732,host-00732.corp.example,macos-14,sales,vm
AST000733,host-00733.corp.example,ubuntu-22,exec,server
AST000734,host-00734.corp.example,rhel-9,finance,vm
AST000735,host-00735.corp.example,ubuntu-22,sales,laptop
AST000736,host-00736.corp.example,rhel-9,legal,laptop
AST000737,host-00737.corp.example,ubuntu-22,legal,vm
AST000738,host-00738.corp.example,ubuntu-22,exec,laptop
AST000739,host-00739.corp.example,rhel-9,sales,vm
AST000740,host-00740.corp.example,windows-11,sales,vm
AST000741,host-00741.corp.example,macos-14,sales,laptop
AST000742,host-00742.corp.example,macos-14,hr,laptop
AST000743,host-00743.corp.example,macos-14,sales,server
AST000744,host-00744.corp.example,windows-11,finance,vm
AST000745,host-00745.corp.example,windows-11,exec,laptop
AST000746,host-00746.corp.example,windows-11,hr,container_host
AST000747,host-00747.corp.example,rhel-9,sales,container_host
AST000748,host-00748.corp.example,rhel-9,hr,vm
AST000749,host-00749.corp.example,rhel-9,engineering,container_host
AST000750,host-00750.corp.example,ubuntu-22,sales,container_host
AST000751,host-00751.corp.example,windows-11,engineering,vm
AST000752,host-00752.corp.example,windows-11,finance,vm
AST000753,host-00753.corp.example,windows-11,engineering,vm
AST000754,host-00754.corp.example,ubuntu-22,hr,server
AST000755,host-00755.corp.example,windows-11,legal,laptop
AST000756,host-00756.corp.example,macos-14,legal,container_host
AST000757,host-00757.corp.example,windows-11,hr,server
AST000758,host-00758.corp.example,rhel-9,sales,laptop
AST000759,host-00759.corp.example,windows-11,finance,server
AST000760,host-00760.corp.example,ubuntu-22,hr,vm
AST000761,host-00761.corp.example,macos-14,finance,server
AST000762,host-00762.corp.example,windows-11,engineering,container_host
AST000763,host-00763.corp.example,rhel-9,sales,laptop
AST000764,host-00764.corp.example,macos-14,engineering,container_host
AST000765,host-00765.corp.example,windows-11,finance,container_host
AST000766,host-00766.corp.example,ubuntu-22,engineering,laptop
AST000767,host-00767.corp.example,ubuntu-22,sales,vm
AST000768,host-00768.corp.example,windows-11,hr,laptop
AST000769,host-00769.corp.example,macos-14,hr,container_host
AST000770,host-00770.corp.example,rhel-9,exec,vm
AST000771,host-00771.corp.example,windows-11,exec,container_host
AST000772,host-00772.corp.example,ubuntu-22,finance,container_host
AST000773,host-00773.corp.example,macos-14,sales,container_host
AST000774,host-00774.corp.example,windows-11,finance,container_host
AST000775,host-00775.corp.example,rhel-9,finance,server
AST000776,host-00776.corp.example,macos-14,legal,laptop
AST000777,host-00777.corp.example,ubuntu-22,exec,laptop
AST000778,host-00778.corp.example,windows-11,exec,vm
AST000779,host-00779.corp.example,rhel-9,legal,server
AST000780,host-00780.corp.example,windows-11,hr,container_host
AST000781,host-00781.corp.example,rhel-9,legal,server
AST000782,host-00782.corp.example,rhel-9,finance,laptop
AST000783,host-00783.corp.example,rhel-9,exec,laptop
AST000784,host-00784.corp.example,ubuntu-22,engineering,container_host
AST000785,host-00785.corp.example,ubuntu-22,sales,server
AST000786,host-00786.corp.example,ubuntu-22,sales,laptop
AST000787,host-00787.corp.example,rhel-9,engineering,container_host
AST000788,host-00788.corp.example,ubuntu-22,exec,server
AST000789,host-00789.corp.example,macos-14,finance,laptop
AST000790,host-00790.corp.example,windows-11,hr,container_host
AST000791,host-00791.corp.example,macos-14,finance,container_host
AST000792,host-00792.corp.example,windows-11,exec,container_host
AST000793,host-00793.corp.example,windows-11,hr,server
AST000794,host-00794.corp.example,ubuntu-22,legal,laptop
AST000795,host-00795.corp.example,windows-11,legal,laptop
AST000796,host-00796.corp.example,macos-14,legal,vm
AST000797,host-00797.corp.example,rhel-9,finance,container_host
AST000798,host-00798.corp.example,rhel-9,legal,container_host
AST000799,host-00799.corp.example,windows-11,sales,vm
AST000800,host-00800.corp.example,rhel-9,sales,container_host
AST000801,host-00801.corp.example,windows-11,hr,vm
AST000802,host-00802.corp.example,ubuntu-22,engineering,container_host
AST000803,host-00803.corp.example,macos-14,finance,laptop
AST000804,host-00804.corp.example,macos-14,finance,vm
AST000805,host-00805.corp.example,macos-14,hr,laptop
AST000806,host-00806.corp.example,ubuntu-22,sales,vm
AST000807,host-00807.corp.example,rhel-9,finance,vm
AST000808,host-00808.corp.example,rhel-9,legal,laptop
AST000809,host-00809.corp.example,ubuntu-22,hr,server
AST000810,host-00810.corp.example,rhel-9,exec,container_host
AST000811,host-00811.corp.example,macos-14,engineering,server
AST000812,host-00812.corp.example,windows-11,finance,container_host
AST000813,host-00813.corp.example,ubuntu-22,legal,laptop
AST000814,host-00814.corp.example,ubuntu-22,sales,server
AST000815,host-00815.corp.example,windows-11,sales,laptop
AST000816,host-00816.corp.example,rhel-9,engineering,vm
AST000817,host-00817.corp.example,ubuntu-22,finance,vm
AST000818,host-00818.corp.example,rhel-9,legal,container_host
AST000819,host-00819.corp.example,windows-11,exec,laptop
AST000820,host-00820.corp.example,ubuntu-22,finance,container_host
AST000821,host-00821.corp.example,rhel-9,sales,container_host
AST000822,host-00822.corp.example,macos-14,finance,server
AST000823,host-00823.corp.example,macos-14,exec,laptop
AST000824,host-00824.corp.example,macos-14,engineering,container_host
AST000825,host-00825.corp.example,windows-11,sales,server
AST000826,host-00826.corp.example,ubuntu-22,exec,server
AST000827,host-00827.corp.example,ubuntu-22,finance,container_host
AST000828,host-00828.corp.example,windows-11,exec,laptop
AST000829,host-00829.corp.example,rhel-9,sales,server
AST000830,host-00830.corp.example,windows-11,sales,vm
AST000831,host-00831.corp.example,macos-14,exec,vm
AST000832,host-00832.corp.example,rhel-9,hr,vm
AST000833,host-00833.corp.example,rhel-9,finance,server
AST000834,host-00834.corp.example,rhel-9,finance,container_host
AST000835,host-00835.corp.example,windows-11,engineering,vm
AST000836,host-00836.corp.example,macos-14,finance,laptop
AST000837,host-00837.corp.example,rhel-9,engineering,vm
AST000838,host-00838.corp.example,macos-14,exec,vm
AST000839,host-00839.corp.example,macos-14,finance,vm
AST000840,host-00840.corp.example,ubuntu-22,sales,server
AST000841,host-00841.corp.example,windows-11,legal,container_host
AST000842,host-00842.corp.example,macos-14,exec,server
AST000843,host-00843.corp.example,windows-11,exec,container_host
AST000844,host-00844.corp.example,macos-14,finance,container_host
AST000845,host-00845.corp.example,rhel-9,hr,laptop
AST000846,host-00846.corp.example,ubuntu-22,finance,server
AST000847,host-00847.corp.example,rhel-9,exec,vm
AST000848,host-00848.corp.example,macos-14,sales,server
AST000849,host-00849.corp.example,macos-14,engineering,container_host
AST000850,host-00850.corp.example,ubuntu-22,exec,vm
AST000851,host-00851.corp.example,ubuntu-22,exec,vm
AST000852,host-00852.corp.example,windows-11,sales,vm
AST000853,host-00853.corp.example,ubuntu-22,exec,vm
AST000854,host-00854.corp.example,rhel-9,finance,vm
AST000855,host-00855.corp.example,macos-14,legal,vm
AST000856,host-00856.corp.example,rhel-9,engineering,container_host
AST000857,host-00857.corp.example,windows-11,exec,laptop
AST000858,host-00858.corp.example,rhel-9,sales,laptop
AST000859,host-00859.corp.example,rhel-9,legal,vm
AST000860,host-00860.corp.example,rhel-9,engineering,server
AST000861,host-00861.corp.example,ubuntu-22,sales,vm
AST000862,host-00862.corp.example,rhel-9,legal,container_host
AST000863,host-00863.corp.example,ubuntu-22,finance,server
AST000864,host-00864.corp.example,windows-11,hr,vm
AST000865,host-00865.corp.example,ubuntu-22,finance,laptop
AST000866,host-00866.corp.example,windows-11,hr,vm
AST000867,host-00867.corp.example,ubuntu-22,sales,server
AST000868,host-00868.corp.example,rhel-9,engineering,server
AST000869,host-00869.corp.example,rhel-9,exec,container_host
AST000870,host-00870.corp.example,rhel-9,hr,container_host
AST000871,host-00871.corp.example,rhel-9,engineering,laptop
AST000872,host-00872.corp.example,ubuntu-22,exec,vm
AST000873,host-00873.corp.example,windows-11,finance,server
AST000874,host-00874.corp.example,windows-11,exec,laptop
AST000875,host-00875.corp.example,ubuntu-22,sales,vm
AST000876,host-00876.corp.example,macos-14,sales,laptop
AST000877,host-00877.corp.example,rhel-9,legal,vm
AST000878,host-00878.corp.example,ubuntu-22,engineering,laptop
AST000879,host-00879.corp.example,macos-14,finance,container_host
AST000880,host-00880.corp.example,macos-14,hr,server
AST000881,host-00881.corp.example,macos-14,hr,vm
AST000882,host-00882.corp.example,ubuntu-22,sales,container_host
AST000883,host-00883.corp.example,windows-11,sales,server
AST000884,host-00884.corp.example,ubuntu-22,sales,laptop
AST000885,host-00885.corp.example,ubuntu-22,engineering,vm
AST000886,host-00886.corp.example,windows-11,hr,vm
AST000887,host-00887.corp.example,windows-11,legal,laptop
AST000888,host-00888.corp.example,windows-11,exec,laptop
AST000889,host-00889.corp.example,windows-11,exec,laptop
AST000890,host-00890.corp.example,rhel-9,hr,container_host
AST000891,host-00891.corp.example,windows-11,legal,vm
AST000892,host-00892.corp.example,rhel-9,exec,server
AST000893,host-00893.corp.example,ubuntu-22,exec,laptop
AST000894,host-00894.corp.example,macos-14,hr,laptop
AST000895,host-00895.corp.example,macos-14,legal,server
AST000896,host-00896.corp.example,rhel-9,engineering,laptop
AST000897,host-00897.corp.example,macos-14,engineering,laptop
AST000898,host-00898.corp.example,rhel-9,sales,server
AST000899,host-00899.corp.example,macos-14,legal,server
AST000900,host-00900.corp.example,macos-14,exec,container_host
AST000901,host-00901.corp.example,macos-14,sales,laptop
AST000902,host-00902.corp.example,rhel-9,sales,container_host
AST000903,host-00903.corp.example,macos-14,sales,laptop
AST000904,host-00904.corp.example,windows-11,exec,laptop
AST000905,host-00905.corp.example,windows-11,legal,container_host
AST000906,host-00906.corp.example,ubuntu-22,engineering,laptop
AST000907,host-00907.corp.example,windows-11,finance,server
AST000908,host-00908.corp.example,rhel-9,finance,vm
AST000909,host-00909.corp.example,rhel-9,engineering,laptop
AST000910,host-00910.corp.example,ubuntu-22,engineering,vm
AST000911,host-00911.corp.example,macos-14,exec,vm
AST000912,host-00912.corp.example,rhel-9,exec,laptop
AST000913,host-00913.corp.example,windows-11,engineering,laptop
AST000914,host-00914.corp.example,ubuntu-22,exec,server
AST000915,host-00915.corp.example,macos-14,finance,container_host
AST000916,host-00916.corp.example,macos-14,exec,laptop
AST000917,host-00917.corp.example,macos-14,finance,server
AST000918,host-00918.corp.example,windows-11,hr,container_host
AST000919,host-00919.corp.example,rhel-9,finance,container_host
AST000920,host-00920.corp.example,rhel-9,hr,server
AST000921,host-00921.corp.example,windows-11,sales,laptop
AST000922,host-00922.corp.example,ubuntu-22,engineering,container_host
AST000923,host-00923.corp.example,rhel-9,legal,container_host
AST000924,host-00924.corp.example,ubuntu-22,legal,container_host
AST000925,host-00925.corp.example,macos-14,legal,laptop
AST000926,host-00926.corp.example,ubuntu-22,hr,container_host
AST000927,host-00927.corp.example,windows-11,hr,container_host
AST000928,host-00928.corp.example,windows-11,engineering,vm
AST000929,host-00929.corp.example,macos-14,engineering,server
AST000930,host-00930.corp.example,macos-14,legal,laptop
AST000931,host-00931.corp.example,rhel-9,exec,server
AST000932,host-00932.corp.example,rhel-9,finance,container_host
AST000933,host-00933.corp.example,ubuntu-22,legal,laptop
AST000934,host-00934.corp.example,windows-11,exec,server
AST000935,host-00935.corp.example,rhel-9,hr,server
AST000936,host-00936.corp.example,windows-11,hr,vm
AST000937,host-00937.corp.example,ubuntu-22,finance,vm
AST000938,host-00938.corp.example,windows-11,legal,server
AST000939,host-00939.corp.example,rhel-9,hr,server
AST000940,host-00940.corp.example,windows-11,hr,container_host
AST000941,host-00941.corp.example,rhel-9,engineering,container_host
AST000942,host-00942.corp.example,rhel-9,finance,laptop
AST000943,host-00943.corp.example,rhel-9,exec,laptop
AST000944,host-00944.corp.example,windows-11,hr,container_host
AST000945,host-00945.corp.example,windows-11,legal,laptop
AST000946,host-00946.corp.example,windows-11,legal,vm
AST000947,host-00947.corp.example,ubuntu-22,exec,container_host
AST000948,host-00948.corp.example,macos-14,finance,laptop
AST000949,host-00949.corp.example,ubuntu-22,hr,vm
AST000950,host-00950.corp.example,rhel-9,exec,vm
AST000951,host-00951.corp.example,rhel-9,engineering,laptop
AST000952,host-00952.corp.example,ubuntu-22,engineering,vm
AST000953,host-00953.corp.example,macos-14,exec,vm
AST000954,host-00954.corp.example,macos-14,exec,laptop
AST000955,host-00955.corp.example,windows-11,sales,container_host
AST000956,host-00956.corp.example,ubuntu-22,exec,container_host
AST000957,host-00957.corp.example,windows-11,finance,server
AST000958,host-00958.corp.example,ubuntu-22,engineering,container_host
AST000959,host-00959.corp.example,ubuntu-22,hr,server
AST000960,host-00960.corp.example,macos-14,engineering,container_host
AST000961,host-00961.corp.example,windows-11,exec,laptop
AST000962,host-00962.corp.example,rhel-9,hr,server
AST000963,host-00963.corp.example,rhel-9,engineering,laptop
AST000964,host-00964.corp.example,rhel-9,legal,container_host
AST000965,host-00965.corp.example,ubuntu-22,exec,server
AST000966,host-00966.corp.example,ubuntu-22,engineering,container_host
AST000967,host-00967.corp.example,macos-14,legal,container_host
AST000968,host-00968.corp.example,rhel-9,legal,server
AST000969,host-00969.corp.example,macos-14,hr,vm
AST000970,host-00970.corp.example,macos-14,hr,server
AST000971,host-00971.corp.example,ubuntu-22,hr,vm
AST000972,host-00972.corp.example,macos-14,exec,server
AST000973,host-00973.corp.example,ubuntu-22,sales,vm
AST000974,host-00974.corp.example,macos-14,exec,server
AST000975,host-00975.corp.example,ubuntu-22,legal,vm
AST000976,host-00976.corp.example,windows-11,finance,container_host
AST000977,host-00977.corp.example,rhel-9,exec,vm
AST000978,host-00978.corp.example,rhel-9,engineering,laptop
AST000979,host-00979.corp.example,windows-11,hr,server
AST000980,host-00980.corp.example,windows-11,exec,laptop
AST000981,host-00981.corp.example,ubuntu-22,finance,server
AST000982,host-00982.corp.example,macos-14,exec,vm
AST000983,host-00983.corp.example,ubuntu-22,engineering,vm
AST000984,host-00984.corp.example,ubuntu-22,legal,laptop
AST000985,host-00985.corp.example,macos-14,hr,laptop
AST000986,host-00986.corp.example,ubuntu-22,exec,container_host
AST000987,host-00987.corp.example,ubuntu-22,legal,vm
AST000988,host-00988.corp.example,windows-11,hr,container_host
AST000989,host-00989.corp.example,rhel-9,exec,vm
AST000990,host-00990.corp.example,windows-11,engineering,vm
AST000991,host-00991.corp.example,ubuntu-22,legal,container_host
AST000992,host-00992.corp.example,ubuntu-22,exec,vm
AST000993,host-00993.corp.example,ubuntu-22,exec,server
AST000994,host-00994.corp.example,macos-14,hr,server
AST000995,host-00995.corp.example,windows-11,sales,server
AST000996,host-00996.corp.example,windows-11,hr,laptop
AST000997,host-00997.corp.example,rhel-9,finance,vm
AST000998,host-00998.corp.example,ubuntu-22,sales,vm
AST000999,host-00999.corp.example,windows-11,finance,container_host
AST001000,host-01000.corp.example,ubuntu-22,engineering,server
AST001001,host-01001.corp.example,macos-14,legal,laptop
AST001002,host-01002.corp.example,macos-14,hr,vm
AST001003,host-01003.corp.example,windows-11,exec,vm
AST001004,host-01004.corp.example,ubuntu-22,sales,laptop
AST001005,host-01005.corp.example,ubuntu-22,hr,container_host
AST001006,host-01006.corp.example,windows-11,finance,server
AST001007,host-01007.corp.example,ubuntu-22,exec,vm
AST001008,host-01008.corp.example,macos-14,finance,vm
AST001009,host-01009.corp.example,ubuntu-22,legal,container_host
AST001010,host-01010.corp.example,windows-11,engineering,vm
AST001011,host-01011.corp.example,rhel-9,sales,server
AST001012,host-01012.corp.example,windows-11,exec,vm
AST001013,host-01013.corp.example,rhel-9,engineering,container_host
AST001014,host-01014.corp.example,macos-14,legal,vm
AST001015,host-01015.corp.example,windows-11,legal,vm
AST001016,host-01016.corp.example,rhel-9,hr,laptop
AST001017,host-01017.corp.example,macos-14,exec,server
AST001018,host-01018.corp.example,macos-14,legal,laptop
